event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI4502,16/11/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Hourara,15.0638,0.6296,1,Whatsapp,New media,"On 16 November 2020, ISGS militants killed a former member that had defected to JNIM in Hourara (Ansongo, Gao).",1,,1622068041
SSD7172,15/11/20,2020,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,Juba Communal Militia (South Sudan),,4,14,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Northern Bari,Lemon Gaba,4.8662,31.5021,1,Eye Radio (South Sudan),National,"On 15 November 2020, unknown gunmen (implied to be soldiers in the source, and coded as such) clashed with armed residents of Lemon Gaba in western Juba (Central Equatoria state) who were defending their property from theft. One armed resident was wounded in the firefight.",0,,1610409634
CEN47677,15/11/20,2020,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition (Splinter Faction),,2,Seleka Militia,Former Seleka Militia,3,23,,140,Middle Africa,Central African Republic,Haut-Mbomou,Bambouti,Lili,Bambouti,5.401,27.2052,1,International Crisis Group,Other,"On 15 November 2020, the South Sudanese SPLM-In Opposition (Splinter Faction) militia led by James Nando clashed again with ex-Seleka militiamen in Bambouti (Bambouti, Haut-Mbomou), leaving one civilian dead.",1,,1678117763
SSD9152,15/11/20,2020,3,Political violence,Battles,Armed clash,Murle Ethnic Militia (South Sudan),,4,Jie Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Jonglei,Pibor,Kiziongora,Kanachagari,6.0983,34.4471,2,UNSC,Other,"Around 15 November 2020 (month of), Murle and Jie militias continued to engage in a series of revenge attacks against one another at an unspecified location(s) in Jonglei state (presumed to be in south-eastern Pibor county, and coded to Kanachagari village along the border area between the two groups). Casualties unknown.",0,,1679360329
MLI4486,14/11/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Bandiagara,Dourou,Nombori,14.3309,-3.4041,1,Undisclosed Source; Facebook; Studio Tamani; Mande Infos,Local partner-Other,"On 14 November 2020, suspected JNIM militants attacked the Dogon village of Nombori (Bandiagara, Mopti). Dan Na Ambassagou militiamen responded to the attack. No casualties were reported but livestock was stolen.",0,,1622068041
MLI4496,14/11/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Bandiagara,Dourou,Guimini,14.2775,-3.4375,1,Mali Actu,National,"On 14 November 2020, presumed JNIM militants attacked the village of Guimini (Bandiagara, Mopti). Dana Ambassagou militiamen repelled the attack. No casualties reported.",0,,1622068041
SSD7171,14/11/20,2020,1,Political violence,Battles,Armed clash,Lotuko Ethnic Milita (South Sudan),,4,Lotuko Ethnic Milita (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,New Tirangore,4.4624,32.8152,2,Catholic Radio Network,National,"On 14 November 2020, armed Lotuku militia clashed at an unspecified location along the river Horse close to the main road in Hiyala payam of Torit county (Eastern Equatoria state) [coded to New Tirangore], wounding three. Youth from Hiyala village were reportedly ambushed whilst collecting water, amid increasing fighting in the area.",0,,1648503536
MLI4553,13/11/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Dozo Communal Militia (Mali),,4,34,,466,Western Africa,Mali,Mopti,Mopti,Socoura,Baima,14.537,-3.9633,1,Undisclosed Source,Local partner-Other,"On 13 November 2020, unknown gunmen attacked the village of Baima (Mopti, Mopti). Dozo militiamen responded to the attack. One Dozo was injured.",0,,1622068041
MLI4554,13/11/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,Undisclosed Source,Local partner-Other,"On 13 November 2020, presumed JNIM militants and Dozo militiamen clashed in N8 Coura village, about 12km northeast of Niono (Niono, Segou). No casualties were reported.",0,,1622068041
MLI4555,13/11/20,2020,1,Political violence,Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),4,Dogon Ethnic Militia (Mali),,4,44,,466,Western Africa,Mali,Mopti,Bandiagara,Timiri,Yarou Plateau,13.9699,-4.0939,1,Undisclosed Source,Local partner-Other,"On 13 November 2020, Fulani gunmen attacked the Dogon village of Yarou Plateau (Bandiagara, Mopti). Village self-defense responded to the attack. Three Dogon men were injured. The assailants seized livestock.",0,,1626735455
MLI4490,12/11/20,2020,1,Political violence,Battles,Armed clash,Bambara Ethnic Militia (Mali),,4,Fulani Ethnic Militia (Mali),Pastoralists (Mali),4,44,,466,Western Africa,Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,Undisclosed Source,Local partner-Other,"On 12 November 2020, Bambara and Fulani from Tiamaba and Alibougouwere clashed about 9km from Niono (Niono, Segou). No casualties were reported.",0,,1622068041
MLI4481,12/11/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Dan Na Ambassagou,,4,34,,466,Western Africa,Mali,Mopti,Bandiagara,Pignari Bana,Piron,14.5912,-3.8398,1,Twitter; Undisclosed Source,Local partner-Other,"On 12 November 2020, presumed JNIM militants or Fulani militiamen reportedly attacked Dana Ambassagou militiamen in the village of Piron (Bandiagara, Mopti). The assailants burned the harvest. Two Dogon men were wounded.",0,,1622068041
MLI4480,12/11/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,JNIM: Group for Support of Islam and Muslims,,2,28,,466,Western Africa,Mali,Mopti,Koro,Diougani,Niaky,14.5503,-2.6247,2,AFP; aBamako; Armee Francaise,National-International,"On 12 November 2020, French Operation Barkhane forces conducted a combined air-ground operation targeting presumed JNIM militants near the village of Niaky (Koro, Mopti). Around 30 militants were killed, and arms and motorbikes seized or destroyed.",30,,1622068041
SSD7258,11/11/20,2020,2,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Tambura Communal Militia (South Sudan),,4,34,,728,Eastern Africa,South Sudan,Western Equatoria,Tambura,Source Yubu,Source Yubo,5.3932,27.2542,2,Undisclosed Source,Local partner-Other,"Around 11 November 2020, two hunters from Source Yubo in Tambura county (Western Equatoria state) were killed by unknown attackers, and their bodies discovered at an unspecified area near Source Yubo. There is no further information.",2,,1610409646
MLI4476,10/11/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,JNIM: Group for Support of Islam and Muslims,,2,28,,466,Western Africa,Mali,Menaka,Tidermene,Tidermene,Tedjerit,16.9733,2.5203,2,Twitter; Xinhua; Essor; AFP; Mali Actu; RFI; Reuters; AMAP; Nord Sud Journal; AP,Other-New media,"On 10 November 2020, French Operation Barkhane forces conducted a combined air-ground operation near Tadamakat, in the Alata Commune, coded as Tedjerit (Tidarmene, Menaka). A senior JNIM commander and four of his associates were killed in the operation.",5,,1622068041
SSD7163,10/11/20,2020,1,Political violence,Battles,Armed clash,NAS: National Salvation Front,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Lobonok,Karpeto,4.1328,31.6935,2,Radio Tamazuj; Sudan Tribune,National-International,"On 10 November 2020, NAS and SSPDF clashed in the area of Karpeto in southern Juba county (Central Equatoria state), with both sides blaming the other for instigating the fighting. NAS claimed to have killed 9 SSPDF and lost two of their own, which is disputed by the army, who say NAS killed 4 civilians living with soldiers in the compound which was attacked, with SSPDF killing 2 NAS. Lower fatalities used pending further information.",6,,1649110872
SSD7165,10/11/20,2020,1,Political violence,Battles,Armed clash,Okporo Communal Militia (Nigeria),,4,Okporo Communal Militia (Nigeria),,4,44,,728,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,Tirangore,4.4801,32.816,1,Radio Tamazuj,National,"On 10 November 2020, Lotuko militias clashed in Tirangore village in Torit county (Eastern Equatoria state), in unclear circumstances, killing one and wounding two (one of whom was a civilian caught in the crossfire).",1,,1691444787
SSD7158,09/11/20,2020,1,Political violence,Battles,Armed clash,Jalwau-Rek Sub-Clan Militia (South Sudan),Aliap-Akook-Rek Sub-Clan Militia (South Sudan); Aliap-Thiik-Rek Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan); Jalwau-Baac-Rek Sub-Clan Militia (South Sudan),4,Luach-Jang Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Warrap,Tonj East,Ananatak,Akok,7.793,29.0677,2,Eye Radio (South Sudan); Radio Tamazuj; VOA,National-International,"On 9 November 2020, militia from the Adoor subsection of the Jalwau section of the Rek Dinka supported by members of the Thiik, Akook and Baac sections clashed once again members of the Luach-Jang section at Ajakdit in Tonj East county (Warrap state) [coded to Akok]. Between this clash and fighting the following day, at least sixteen were killed (10 from the Luachjang) and 48 wounded, with 200 head of cattle stolen. Fatalities distributed across three events.",5,,1673316879
SSD7159,09/11/20,2020,1,Political violence,Battles,Armed clash,Jalwau-Rek Sub-Clan Militia (South Sudan),Aliap-Akook-Rek Sub-Clan Militia (South Sudan); Aliap-Thiik-Rek Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan); Jalwau-Baac-Rek Sub-Clan Militia (South Sudan),4,Luach-Jang Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Warrap,Tonj East,Ananatak,Lol-lith,7.7437,29.0482,1,Eye Radio (South Sudan); Radio Tamazuj; VOA,National-International,"On 9 November 2020, militia from the Adoor subsection of the Jalwau section of the Rek Dinka supported by members of the Thiik, Akook and Baac sections clashed once again members of the Luach-Jang section at Lol-lith in Tonj East county (Warrap state). Between this clash and fighting the following day, at least sixteen were killed (10 from the Luachjang) and 48 wounded, with 200 head of cattle stolen. Fatalities distributed across three events.",5,,1673316879
MLI4473,08/11/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2020-2021),,1,13,,466,Western Africa,Mali,Mopti,Bandiagara,Doucoumbo,Deguembere,14.3395,-3.761,2,Whatsapp,New media,"On 8 November 2020, unknown gunmen exchanged gunfire with a Malian army patrol between Deguembere and Bandiagara (Bandiagara, Mopti). No casualties reported.",0,,1624927678
SSD7154,08/11/20,2020,1,Political violence,Battles,Armed clash,Jalwau-Rek Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Luach-Jang Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Warrap,Tonj East,Ananatak,Akok,7.793,29.0677,2,Eye Radio (South Sudan); VOA; Radio Tamazuj,National-International,"On 8 November 2020, an armed militia from the Adoor subsection of the Jalwau section of the Rek Dinka attacked members of the Luach-Jang section in the area of Padet in Tonj East county (Warrap state), presumed to be in or near to Ananatak payam given subsequent fighting in the area [coded to Akok]. The attack is said to be in revenge for an earlier cattle raid. Between this clash and fighting the following day, at least sixteen were killed (10 from the Luachjang) and 48 wounded, with 200 head of cattle stolen. Fatalities distributed across three events.",6,,1649110872
SSD7155,08/11/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,,728,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,Idolu,4.5235,32.7368,2,Radio Tamazuj,National,"On 8 November 2020, unknown gunmen fired upon a vehicle in the Idolu area of Torit county (Eastern Equatoria state). The vehicle - which was delivering aid to Haforiere - was driven by a member of the security detail (coded as SSPDF) of the governor of Eastern Equatoria state, who was killed by the gunfire.",1,,1649110876
CEN47663,08/11/20,2020,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition (Splinter Faction),,2,Seleka Militia,Former Seleka Militia,3,23,,140,Middle Africa,Central African Republic,Haut-Mbomou,Bambouti,Lili,Bambouti,5.401,27.2052,1,International Crisis Group; Nyamilepedia,Other-International,"On 8 November 2020, the South Sudanese SPLM-In Opposition (Splinter Faction) militia led by James Nando clashed for over an hour with ex-Seleka militiamen in Bambouti (Bambouti, Haut-Mbomou), following an attack by the South Sudanese. The attackers killed two people, including one of the leaders in charge of Administration of the Seleka in this town.",2,,1678117763
SSD7157,07/11/20,2020,2,Political violence,Battles,Armed clash,Rut-Laak Sub-Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan),4,Phiong-Laak Sub-Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Jonglei,Canal/Pigi,Korwach,Khorwai,9.2446,31.1599,2,Radio Tamazuj,National,"Around 7 November 2020 (weekend of), members of the Rut and Phiong sections of the Laak Nuer clashed in the Khorwai area of Canal/Pigi county (Jonglei state), killing two (one from each side), and displacing 30 households. The clashes were sparked by an elopement.",2,,1653952899
MLI4460,06/11/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,Ansaroul Islam,Katiba Gourma; JNIM: Group for Support of Islam and Muslims,2,28,,466,Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,2,Ouest France; Twitter; aBamako; Armee Francaise; Essor,New media-National,"On 6 November 2020, French forces conducted an air-supported operation involving drone strike, helicopters, and commandos against JNIM militants of the Ansaroul and Katiba Gourma factions near Ntillit (Gao, Gao). The operation resulted in around 10 fighters 'neutralized,' among them two captured, the remaining eight killed, and the seizure or destruction of arms, communication equipment, and twenty motorbikes.",8,,1646432974
SSD7153,06/11/20,2020,1,Political violence,Battles,Armed clash,Romani Ethnic Militia (Bulgaria),,4,Romani Ethnic Militia (Bulgaria),,4,44,,728,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Hiyala,Haforiere,4.4472,32.8181,1,Radio Tamazuj,National,"On 6 November 2020, Lotuko militias clashed in Haforiere village in Torit county (Eastern Equatoria state), in unclear circumstances, killing one and wounding another. Note that some are refuting a clash took place, and describing it as an unprovoked attack against farmers.",1,,1691444787
MLI4472,05/11/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-2021),,8,38,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,2,UN MINUSMA,Other,"On 5 November 2020, unknown gunmen attacked a MINUSMA position near Kidal (Kidal, Kidal). The peacekeepers routed the assailants. No casualties reported.",0,,1626129975
MLI4457,04/11/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Dan Na Ambassagou,,4,34,,466,Western Africa,Mali,Mopti,Bandiagara,Pignari,Modiodio Leye,14.23,-4.035,1,Mali Actu; Twitter,New media-National,"On 4 November 2020, unknown gunmen attacked a Dana Ambassagou position in the village of Modiodio Leye (Bandiagara, Mopti). One person was killed and three others wounded.",1,,1622068041
SSD7144,04/11/20,2020,1,Political violence,Battles,Armed clash,Pakam-Akorkor-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Pakam-Gak-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Amongpiny,Cuei Adukan,6.7707,29.7132,1,Radio Tamazuj; Catholic Radio Network,National,"On 4 November 2020, members of Gak and Akorkor sub-sections of the Pakam section of the Agar Dinka clashed at Cuei-Adukan village in Rumbek Center county (Lakes state), killing at least one, and wounding five (two seriously). At least one dwelling was torched in the village. It is unclear what has sparked the fighting, though it is described as a revenge attack in one source.",1,,1649110872
MLI4445,01/11/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2020-2021),,1,12,,466,Western Africa,Mali,Segou,Niono,Dogofry,Farabougou,14.8883,-6.1409,1,AMAP; RFI,National-International,"On 1 November 2020, presumed JNIM militants attacked the Malian army in the village of Farabougou (Niono, Segou). The army repelled the attack, one soldier was killed.",1,,1624927676
SSD7141,01/11/20,2020,1,Political violence,Battles,Armed clash,Murle Ethnic Militia (South Sudan),,4,Nyarweng Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,,728,Eastern Africa,South Sudan,Jonglei,Twic East,Lith,Biar,7.3701,31.5513,2,Radio Tamazuj,National,"On 1 November 2020, armed youth (presumed to be Nyarweng Dinka pastoralists) clashed with suspected Murle raiders who had looted their cattle two days prior at an unspecified location, presumed to be in north-east Twic East county (Jonglei state) given the direction the raiders were heading in and the time passed [coded to Biar]. 70 head of cattle were recovered. There is currently no information on casualties or fatalities.",0,,1649110876
MLI4443,31/10/20,2020,1,Political violence,Battles,Armed clash,Fulani Ethnic Militia (Mali),Pastoralists (Mali),4,Dozo Communal Militia (Mali),,4,44,,466,Western Africa,Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,Essor,National,"On 31 October 2020, Fulani and Dozo militiamen exchanged gunfire in Tiemaba in the Niono Commune (Niono, Segou). No fatalities reported. The shootout reportedly erupted after livestock damaged farmland.",0,,1622068042
MLI4527,30/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Dogofry,Markala Coura,14.8205,-6.0236,1,Undisclosed Source,Local partner-Other,"On 30 October 2020, presumed JNIM militants reportedly abducted 34 Dozo militiamen in Markala Coura (Niono, Segou). All but one were subsequently released.",0,,1622068042
MLI4442,30/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,Facebook,New media,"On 30 October 2020, presumed JNIM militants reportedly killed two individuals described as Dozo hunters at the market in the village of Doumbougouba, in the area of Niono (Niono, Segou).",2,,1622068042
SSD7139,30/10/20,2020,2,Political violence,Battles,Armed clash,Luach-Jang Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Aliap-Thiik-Rek Sub-Clan Militia (South Sudan),Aliap-Akook-Rek Sub-Clan Militia (South Sudan); Dinka Ethnic Group (South Sudan),4,44,,728,Eastern Africa,South Sudan,Warrap,Tonj East,Ananatak,Lol-lith,7.7437,29.0482,2,Radio Tamazuj; Eye Radio (South Sudan),National,"Around 30 October 2020, youth from the Luach-Jang section of the Rek Dinka clashed with Thiik and Akook sections of the Rek in the area of Lol-lith in Tonj East county (Warrap state), wounding 15 (8 Luach-Jang, and 7 Thiik and Akook), whilst a market was reported to have been torched. There are conflicting accounts of the circumstances of the fighting, whilst five police have been arrested for suspected involvement and a sixth is on the run.",0,,1649110872
MLI4433,30/10/20,2020,2,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,Ansaroul Islam,JNIM: Group for Support of Islam and Muslims,2,28,,466,Western Africa,Mali,Mopti,Douentza,Mondoro,Boulkessi,14.7983,-1.3025,2,aBamako; Reuters; Le Mamouth; AFP; Twitter; Undisclosed Source; Air & Cosmos; AP,Local partner-Other,"Around 30 October 2020 (between 30 October - 1 November), French forces conducted a combined air-ground operation involving fighter jets, drones, and commandos in the area of Pogol-Ndaki, approximately 7km northeast of Boulikessi (Douentza, Mopti). More than 50 JNIM militants of the Ansaroul Islam faction were killed, four others captured, weapons seized, and motorbikes destroyed.",50,,1663626896
MLI4523,29/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kisman,15.8581,1.3436,2,Undisclosed Source,Local partner-Other,"On 29 October 2020, ISGS and JNIM militants reportedly clashed near I-n-Kisman (Ansongo, Gao). Casualties unknown.",0,,1622068042
MLI4435,29/10/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,Islamic State (West Africa) - Greater Sahara Faction,,2,28,,466,Western Africa,Mali,Gao,Ansongo,Tin Hama,Tin Hama,15.5821,0.8908,2,Le Monde; aBamako; AFP; Twitter; Whatsapp; Undisclosed Source; Nord Sud Journal,Local partner-Other,"On 29 October 2020, French forces conducted a combined air-ground operation between Tin-Hamma and In Kisman (Ansongo, Gao). An unspecified number of ISGS militants were killed. French Ministry of the Armies announced that several tens of ISGS militants were killed in a series of engagements. Media reports said that around thirty were killed during operations between October 24 - 29. Fatalities split across four events.",8,,1663034106
MLI4431,28/10/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,Islamic State (West Africa) - Greater Sahara Faction,,2,28,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Sorori,15.2874,0.8307,2,aBamako; Le Monde; Nord Sud Journal; Twitter; Whatsapp; AFP; Undisclosed Source,Local partner-Other,"On 28 October 2020, French forces conducted a combined air-ground operation in the area of Sorori (Ansongo, Gao). French Ministry of the Armies announced that several tens of ISGS militants were killed in a series of engagements. Media reports said that around thirty were killed during operations between October 24 - 29. Fatalities split across four events.",8,,1622068042
MLI4520,28/10/20,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,MAA: Arab Movement of the Azawad (CMA),CMA: Coordination of Movements of the Azawad,2,23,,466,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,1,Undisclosed Source,Local partner-Other,"On 28 October 2020, unknown gunmen attempted to enter the town of Ber (Ber, Tombouctou). MAA-CMA routed the gunmen. No casualties were reported.",0,,1622068042
MLI4521,28/10/20,2020,1,Political violence,Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,2,JNIM: Group for Support of Islam and Muslims,,2,22,,466,Western Africa,Mali,Gao,Ansongo,Talataye,Towak Amene,15.8751,1.0514,2,Undisclosed Source,Local partner-Other,"On 28 October 2020, ISGS and JNIM militants reportedly clashed near Tinaweke [Towak Amene] (Ansongo, Gao). At least 44 combatants were killed on both sides.",44,,1622068042
SSD7134,27/10/20,2020,1,Political violence,Battles,Armed clash,Gok Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Military Forces of South Sudan (2011-),,1,14,,728,Eastern Africa,South Sudan,Lakes,Cueibet,Duony,Cumnyiel,6.9596,29.3869,1,Radio Tamazuj,National,"On 27 October 2020, armed youth (presumed to be Gok Dinka) attacked SSPDF soldiers guarding cattle and cattle traders at Cumnyiel in Cueibet county (Lakes state). Five soldiers and one trader were wounded; no cattle were taken.",0,,1649110877
MLI4424,26/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-2021),,8,28,,466,Western Africa,Mali,Mopti,Douentza,Dallah,Dallah,15.1053,-2.6403,2,Whatsapp; Undisclosed Source,Local partner-Other,"On 26 October 2020, presumed JNIM militants carried out a complex ambush against a MINUSMA patrol near Dala (Dallah, Douentza). The attack was repelled, no casualties reported.",0,,1626129974
MLI4420,25/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (West Africa) - Greater Sahara Faction,,2,22,,466,Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,2,Undisclosed Source,Local partner-Other,"On 25 October 2020, JNIM and ISGS militants reportedly clashed near Ntillit (Gao, Gao). Casualties reported on both sides without further precisions.",0,,1622068042
CEN47649,25/10/20,2020,2,Political violence,Battles,Armed clash,MPC: Patriotic Movement for Central African Republic,Former Seleka Militia,3,Anti-Balaka,,3,33,,140,Middle Africa,Central African Republic,Ouham,Batangafo,Batangafo,Batangafo,7.301,18.2851,1,Corbeau News; Reseau des Journalistes pour les Droits de l'Homme,National,"Around 25 October 2020 (weekend of), suspected Ex-Seleka MPC armed men clashed with Anti-Balaka combatants in Batangafo locality (Batangafo, Ouham). 7 people were killed (4 combatants and 3 civilians) and more than 100 people were injured. Hundreds of locals fled the area for security. The motive behind the clash was not known.",7,,1622068042
MLI4421,25/10/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),Military Forces of Mali (2020-2021),8,Islamic State (West Africa) - Greater Sahara Faction,,2,28,,466,Western Africa,Mali,Gao,Ansongo,Tin Hama,Sok Nagadar,15.5796,1.2398,1,Undisclosed Source,Local partner-Other,"On 25 October 2020, French and Malian forces reportedly killed seven ISGS militants and arrested one in Sok Nagadar (Ansongo, Gao).",7,,1624927678
SSD7255,25/10/20,2020,1,Political violence,Battles,Armed clash,Gajaak-Waw-Eastern Jikany Sub-Clan Militia (South Sudan),Farmers (South Sudan); Military Forces of South Sudan (2011-); Nuer Ethnic Militia (South Sudan),4,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,24,,728,Eastern Africa,South Sudan,Upper Nile,Maiwut,Jikou,Lorwiir,8.5395,33.8597,2,UNSC,Other,"On 25 October 2020, Cie Waw farmers (supported by forces linked to SSPDF commander Maj. Gen James Ochan) clashed with SPLM-IO at an unspecified location south of Maiwut town in Maiwut county (Upper Nile state) [coded to Lorwiir]. There is no mention of casualties or fatalities.",0,,1681248787
MLI4419,24/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dogon Ethnic Militia (Mali),Farmers (Mali),4,24,,466,Western Africa,Mali,Mopti,Bandiagara,Timiri,Nene-Leye,13.9948,-3.9612,2,Undisclosed Source,Local partner-Other,"On 24 October 2020, suspected JNIM militants attacked a Dogon self-defense group between Nene-Leye and Balaguina (Bandiagara, Mopti). No casualties reported.",0,,1622068042
SSD7130,24/10/20,2020,1,Political violence,Battles,Armed clash,Lakes Communal Militia (South Sudan),,4,Jonglei Communal Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Northern Bari,New Site,4.8946,31.5852,1,Juba Monitor,National,"On 24 October 2020, clashes were reported among youth from Jonglei and Lakes state during a wrestling competition at New Site in Juba county (Central Equatoria state), resulting in five serious injuries. Gunshots were reported, though it is unclear whether the wounded sustained wounds from firearms.",0,,1650317299
MLI4405,23/10/20,2020,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Dogofry,Kourouma Koube,14.9087,-6.0469,1,RFI,International,"On 23 October 2020, presumed JNIM militants attacked the village of Kourouma Koube (Niono, Segou). Dozo militiamen responded to the attack. One person was wounded.",0,,1622068042
MLI4402,22/10/20,2020,1,Political violence,Battles,Armed clash,Military Forces of France (2017-),,8,JNIM: Group for Support of Islam and Muslims,,2,28,,466,Western Africa,Mali,Mopti,Douentza,Haire,Bouroy,14.9179,-2.1148,1,Undisclosed Source,Local partner-Other,"On 22 October 2020, French forces reportedly conducted a combined air-ground operation in Bouroy (Douentza, Mopti). An unspecified number of presumed JNIM militants were killed, and motorbikes and equipment seized. Unknown fatalities coded as 3 due to lack of precision.",3,,1622068042
